part,topic_number,topic_title,topic_id,topic_source_id,law_id,law_title,article_id,article_ref,article_title,normative_reference,coverage_status,mapping_basis,priority,validation_status,notes,integrity_status
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5589,3,Ley 39/2015 Procedimiento Administrativo Comun,91822,94,Desistimiento y renuncia por los interesados.,Ley 39/2015 art. 94,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5590,3,Ley 39/2015 Procedimiento Administrativo Comun,91823,95,Requisitos y efectos.,Ley 39/2015 art. 95,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5591,3,Ley 39/2015 Procedimiento Administrativo Comun,91824,96,Tramitación simplificada del procedimiento administrativo común.,Ley 39/2015 art. 96,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5592,3,Ley 39/2015 Procedimiento Administrativo Comun,91825,97,Título.,Ley 39/2015 art. 97,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5593,3,Ley 39/2015 Procedimiento Administrativo Comun,91826,98,Ejecutoriedad.,Ley 39/2015 art. 98,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5594,3,Ley 39/2015 Procedimiento Administrativo Comun,91827,99,Ejecución forzosa.,Ley 39/2015 art. 99,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5595,3,Ley 39/2015 Procedimiento Administrativo Comun,91828,100,Medios de ejecución forzosa.,Ley 39/2015 art. 100,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5596,3,Ley 39/2015 Procedimiento Administrativo Comun,91829,101,Apremio sobre el patrimonio.,Ley 39/2015 art. 101,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5597,3,Ley 39/2015 Procedimiento Administrativo Comun,91830,102,Ejecución subsidiaria.,Ley 39/2015 art. 102,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5598,3,Ley 39/2015 Procedimiento Administrativo Comun,91831,103,Multa coercitiva.,Ley 39/2015 art. 103,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5599,3,Ley 39/2015 Procedimiento Administrativo Comun,91832,104,Compulsión sobre las personas.,Ley 39/2015 art. 104,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,11,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: Disposiciones sobre los procedimientos administrativos: garantías del procedimiento. Iniciación, ordenación, instrucción, finalización y ejecución del procedimiento. La tramitación simplificada. Especial referencia al procedimiento electrónico.",26,5600,3,Ley 39/2015 Procedimiento Administrativo Comun,91833,105,Prohibición de acciones posesorias.,Ley 39/2015 art. 105,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5601,3,Ley 39/2015 Procedimiento Administrativo Comun,91834,106,Revisión de disposiciones y actos nulos.,Ley 39/2015 art. 106,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5602,3,Ley 39/2015 Procedimiento Administrativo Comun,91835,107,Declaración de lesividad de actos anulables.,Ley 39/2015 art. 107,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5603,3,Ley 39/2015 Procedimiento Administrativo Comun,91836,108,Suspensión.,Ley 39/2015 art. 108,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5604,3,Ley 39/2015 Procedimiento Administrativo Comun,91837,109,Revocación de actos y rectificación de errores.,Ley 39/2015 art. 109,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5605,3,Ley 39/2015 Procedimiento Administrativo Comun,91838,110,Límites de la revisión.,Ley 39/2015 art. 110,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5606,3,Ley 39/2015 Procedimiento Administrativo Comun,91839,111,Competencia para la revisión de oficio de las disposiciones y de actos nulos y,Ley 39/2015 art. 111,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5607,3,Ley 39/2015 Procedimiento Administrativo Comun,91840,112,Objeto y clases.,Ley 39/2015 art. 112,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5608,3,Ley 39/2015 Procedimiento Administrativo Comun,91841,113,Recurso extraordinario de revisión.,Ley 39/2015 art. 113,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5609,3,Ley 39/2015 Procedimiento Administrativo Comun,91842,114,Fin de la vía administrativa.,Ley 39/2015 art. 114,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5610,3,Ley 39/2015 Procedimiento Administrativo Comun,91843,115,Interposición de recurso.,Ley 39/2015 art. 115,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5611,3,Ley 39/2015 Procedimiento Administrativo Comun,91844,116,Causas de inadmisión.,Ley 39/2015 art. 116,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5612,3,Ley 39/2015 Procedimiento Administrativo Comun,91845,117,Suspensión de la ejecución.,Ley 39/2015 art. 117,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5613,3,Ley 39/2015 Procedimiento Administrativo Comun,91846,118,Audiencia de los interesados.,Ley 39/2015 art. 118,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5614,3,Ley 39/2015 Procedimiento Administrativo Comun,91847,119,Resolución.,Ley 39/2015 art. 119,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5615,3,Ley 39/2015 Procedimiento Administrativo Comun,91848,120,Pluralidad de recursos administrativos.,Ley 39/2015 art. 120,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5616,3,Ley 39/2015 Procedimiento Administrativo Comun,91849,121,Objeto.,Ley 39/2015 art. 121,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5617,3,Ley 39/2015 Procedimiento Administrativo Comun,91850,122,Plazos.,Ley 39/2015 art. 122,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5618,3,Ley 39/2015 Procedimiento Administrativo Comun,91852,123,Objeto y naturaleza.,Ley 39/2015 art. 123,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5619,3,Ley 39/2015 Procedimiento Administrativo Comun,91853,124,Plazos.,Ley 39/2015 art. 124,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5620,3,Ley 39/2015 Procedimiento Administrativo Comun,91854,125,Objeto y plazos.,Ley 39/2015 art. 125,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,12,"La Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas: La revisión de los actos en vía administrativa: la revisión de oficio. Los recursos administrativos.",27,5621,3,Ley 39/2015 Procedimiento Administrativo Comun,91855,126,Resolución.,Ley 39/2015 art. 126,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos de la Ley 39/2015 segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE-A-2015-10565; documentado en .claude/PILOTO_FASE2A_DELIMITACION_LPAC.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5622,4,Ley 40/2015 Regimen Juridico Sector Publico,91921,54,Principios y competencias de organización y funcionamiento de la,Ley 40/2015 art. 54,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5623,4,Ley 40/2015 Regimen Juridico Sector Publico,91922,55,Estructura de la Administración General del Estado.,Ley 40/2015 art. 55,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5624,4,Ley 40/2015 Regimen Juridico Sector Publico,91923,55 b,Presencia equilibrada de mujeres y hombres en los órganos superiores y,Ley 40/2015 art. 55 b,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5625,4,Ley 40/2015 Regimen Juridico Sector Publico,91924,56,Elementos organizativos básicos.,Ley 40/2015 art. 56,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5626,4,Ley 40/2015 Regimen Juridico Sector Publico,91925,57,Los Ministerios.,Ley 40/2015 art. 57,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5627,4,Ley 40/2015 Regimen Juridico Sector Publico,91926,58,Organización interna de los Ministerios.,Ley 40/2015 art. 58,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5628,4,Ley 40/2015 Regimen Juridico Sector Publico,91927,59,"Creación, modificación y supresión de órganos y unidades administrativas.",Ley 40/2015 art. 59,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
especial,14,"La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público: Administración General del Estado. Organización y funcionamiento del sector público institucional.",29,5629,4,Ley 40/2015 Regimen Juridico Sector Publico,91928,60,Ordenación jerárquica de los órganos ministeriales.,Ley 40/2015 art. 60,articulo_delimitado,delimitacion_convocatoria_titulos_claudecode_2026_06_18,alta,validado_fuente_oficial_pendiente_revision_humana,Delimitacion por titulos/libros segun enunciado oficial de la convocatoria A1-01 2025 (bases DOGV) y estructura BOE; documentado en .claude/PILOTO_FASE2B_DELIMITACION_LRJSP_LCSP.md; pendiente revision humana.,ok
